Index,Name,Price,Original Price,Description,Rating,type
4274,PoMiFi 10400 mAh Power Bank,549,999,"Black, Lithium-ion",3.5,powerbank
4275,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4276,iball 10000 mAh Power Bank,999,"2,299","Black, Lithium Polymer",3.7,powerbank
4277,PoMiFi 32500 mAh Power Bank,599,"1,999","Pink, Lithium-ion",0,powerbank
4278,powerup stay charged 10000 mAh Power Bank,891,"2,690","White, Lithium-ion",0,powerbank
4279,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4280,ORENICS 10400 mAh Power Bank,429,"1,599","Gold, Lithium-ion",2.9,powerbank
4281,PoMiFi 10400 Power Bank,549,999,"black, Lithium-ion",3.4,powerbank
4282,"WINgFI 40000 mAh Power Bank (12 W, Fast Charging)",799,"1,999","White, Lithium-ion",0,powerbank
4283,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4284,"misspro 50000 mAh Power Bank (18 W, Power Delivery 3.0)","1,288","3,599","Black, Lithium-ion",3.4,powerbank
4285,HOBINS 25000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",3.6,powerbank
4286,HOBINS 25000 mAh Power Bank,599,"1,999","Black, Lithium-ion",3.5,powerbank
4287,Syska 10000 mAh Power Bank,"1,549","1,799","Green, Lithium Polymer",0,powerbank
4288,"conekt 20000 mAh Power Bank (20 W, Power Delivery 3.0)","1,499","3,999","Black, Lithium Polymer",3.9,powerbank
4289,"conekt 20000 mAh Power Bank (20 W, Power Delivery 3.0)","1,499","3,999","Blue, Lithium Polymer",3.9,powerbank
4290,Iqoniqe 35000 mAh Power Bank,699,"2,499","Blue, Lithium-ion",3.5,powerbank
4291,PunnkFunnk 20000 mAh Power Bank (Fast Charging),"1,439","2,299","Black, Lithium-ion",0,powerbank
4292,Unix 10000 mAh Power Bank (Fast Charging),989,"1,499","Black, Lithium Polymer",3.4,powerbank
4293,GIZMOBITZ 10000 mAh Power Bank (Fast Charging),558,"1,299","Blue, Lithium-ion",3,powerbank
4294,GIZMOBITZ 10000 mAh Power Bank (Fast Charging),558,"1,299","White, Lithium-ion",3,powerbank
4295,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)",999,"1,999","Black, Lithium Polymer",4.2,powerbank
4296,"Portronics 10000 mAh Power Bank (10 W, Fast Charging)",899,"1,999","Black, Lithium Polymer",3.9,powerbank
4297,"WINgFI 25000 mAh Power Bank (18 W, Fast Charging)",719,"2,399","White, Lithium-ion",3.3,powerbank
4298,"WINgFI 50000 mAh Power Bank (18 W, Fast Charging)","1,348","3,999","Black, Lithium-ion",3.5,powerbank
4299,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4300,Syska 20000 mAh Power Bank,"1,149","2,554","Black, Lithium Polymer",3.6,powerbank
4301,WINgFI 30000 mAh Power Bank,539,"1,599","Yellow, Lithium-ion",0,powerbank
4302,"Â MI ZZEN 20000 mAh Power Bank (18 W, Power Delivery 2.0...",611,"2,499","Black, White, Lithium-ion",3.2,powerbank
4303,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4304,TIARA 30000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",3.3,powerbank
4305,WINgFI 30000 mAh Power Bank,539,"1,599","White, Lithium-ion",0,powerbank
4306,FluSun india 10000 mAh Power Bank,520,999,"White, Lithium-ion",3.3,powerbank
4307,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4308,MIPLUSGADZET 30000 mAh Power Bank (Fast Charging),703,"2,499","White, Lithium-ion",3.2,powerbank
4309,PoMiFi 30000 mAh Power Bank,599,"1,599","Red, Lithium-ion",3.2,powerbank
4310,"Coolnut 84150 mAh Power Bank (150 W, Fast Charging, Qui...","22,999","31,999","Black, Lithium-ion",0,powerbank
4311,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4312,Syska 30000 mAh Power Bank,"3,514","3,999","Black, Lithium Polymer",0,powerbank
4313,Portronics 10000 mAh Power Bank,949,"1,999","White, Lithium Polymer",4,powerbank
4314,PoMiFi 10400 mAh Power Bank,549,"1,299","Blue, Lithium-ion",3.3,powerbank
4315,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4316,"HOBINS 20000 mAh Power Bank (Fast Charging, Power Deliv...","1,599","2,499","Black, Lithium Polymer",3.8,powerbank
4317,"zofia 20000 mAh Power Bank (18 W, Fast Charging, Power ...",699,"2,499","White, Lithium-ion",3.2,powerbank
4318,FluSun india 13000 mAh Power Bank,569,999,"White, Lithium-ion",3.7,powerbank
4319,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4320,"misspro 50000 mAh Power Bank (15 W, Power Delivery 3.0)","1,159","2,999","Black, Lithium-ion",3.1,powerbank
4321,PoMiFi 10400 mAh Power Bank,549,999,"Black, Lithium-ion",3.4,powerbank
4322,"GIONEE 20000 mAh Power Bank (15 W, Fast Charging)","1,399","1,999","Black, Lithium Polymer",4,powerbank
4323,"SWISS MILITARY 10000 mAh Power Bank (22.5 W, Fast Charg...","1,049","2,490","Black, Lithium Polymer",3.4,powerbank
4324,"Rock 10000 mAh Power Bank (12 W, Fast Charging)",699,"1,610","White, Lithium-ion",3.9,powerbank
4325,"AHINOAM 35000 mAh Power Bank (10 W, Fast Charging)",678,"2,599","Red, Lithium-ion",3.3,powerbank
4326,"MI ATS 27000 mAh Power Bank (20 W, Power Delivery 2.0)","1,274","3,999","Red, Lithium Polymer",3.3,powerbank
4327,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4328,zofia 35000 mAh Power Bank,699,"2,499","Black, Lithium-ion",3.3,powerbank
4329,ORENICS 10400 mAh Power Bank,549,"1,599","Blue, Lithium-ion",2.9,powerbank
4330,PoMiFi 10400 Power Bank,599,"1,599","gold, Lithium-ion",3.4,powerbank
4331,SWISS MILITARY 10000 mAh Power Bank (Fast Charging),"1,049","2,490","Black, Lithium Polymer",3,powerbank
4332,PoMiFi 10400 Power Bank,549,999,"black, Lithium-ion",3.4,powerbank
4333,Ambrane 10000 mAh Power Bank,799,"1,499","White, Lithium Polymer",4.2,powerbank
4334,PHILIPS 5200 mAh Power Bank,799,"1,699","Black, Lithium-ion",3.5,powerbank
4335,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4336,PoMiFi 33000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",3.4,powerbank
4337,MINE 20000 Power Bank,678,"2,499","Black, Lithium-ion",3.2,powerbank
4338,"QIZMI 33000 mAh Power Bank (10 W, Power Delivery 2.0)",703,"2,299","Green, Lithium-ion",4,powerbank
4339,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4340,"MITILU GADGET 20000 mAh Power Bank (18 W, Power Deliver...",611,"2,499","Black, Lithium-ion",3.2,powerbank
4341,"Ambrane 10000 mAh Power Bank (10 W, Fast Charging)",720,"1,799","White, Brown, Lithium-ion",4.1,powerbank
4342,Syska 11000 mAh Power Bank,"1,874","1,899","Black,Gray, Lithium-ion",4,powerbank
4343,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4344,PoMiFi 10400 Power Bank,549,"1,299","blue, Lithium-ion",3.4,powerbank
4345,"WINgFI 10000 mAh Power Bank (15 W, Fast Charging)","1,799","6,999","Red, Lithium Polymer",0,powerbank
4346,"WINgFI 10000 mAh Power Bank (15 W, Fast Charging)",719,"1,999","Black, Lithium-ion",0,powerbank
4347,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4348,"WINgFI 20000 mAh Power Bank (15 W, Fast Charging)",719,"2,499","Blue, Lithium-ion",0,powerbank
4349,"WINgFI 20000 mAh Power Bank (15 W, Fast Charging)",719,"1,999","Black, Lithium-ion",0,powerbank
4350,PoMiFi 32000 mAh Power Bank,599,"1,999","Green, Lithium-ion",3.4,powerbank
4351,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4352,Portronics 10000 mAh Power Bank,949,"1,999","Black, Lithium Polymer",4,powerbank
4353,slainte 10400 mAh Power Bank,598,"1,999","White, Lithium-ion",3.8,powerbank
4354,Zaap 9100 mAh Power Bank,"1,898","5,500","Black, Lithium-ion",4.6,powerbank
4355,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4356,"Intex 20000 mAh Power Bank (10 W, Fast Charging)","1,597","3,550","White, Lithium Polymer",4.2,powerbank
4357,"WINgFI 25000 mAh Power Bank (18 W, Fast Charging)",719,"2,399","White, Lithium-ion",3.3,powerbank
4358,"Ambrane 10000 mAh Power Bank (20 W, Power Delivery 2.0,...",899,"1,599","Black, Lithium Polymer",4.2,powerbank
4359,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4360,PoMiFi 32500 mAh Power Bank,599,"1,999","Black, Lithium-ion",0,powerbank
4361,Power Up 10000 mAh Power Bank (Fast Charging),899,"1,990","White, Lithium Polymer",4,powerbank
4362,Unix 10000 mAh Power Bank (Fast Charging),989,"1,499","Black, Lithium Polymer",3.4,powerbank
4363,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4364,Callmate 10000 mAh Power Bank (Fast Charging),603,"1,999","Black, Lithium Polymer",0,powerbank
4365,zofia 10000 mAh Power Bank,699,"2,499","Black, Lithium-ion",0,powerbank
4366,Iqoniqe 35000 mAh Power Bank,699,"2,499","Green, Lithium-ion",3.1,powerbank
4367,Syska 10000 mAh Power Bank,"1,549","1,799","Green, Lithium Polymer",0,powerbank
4368,TIARA 20000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",0,powerbank
4369,"NA ZI AZEN 10000 mAh Power Bank (10 W, Fast Charging)",699,"2,599","Grey, Lithium-ion",4.1,powerbank
4370,Tiitan 6700 mAh Power Bank (Fast Charging),"1,057","6,999","Black, White, Lithium Polymer",3.5,powerbank
4371,PunnkFunnk 20000 mAh Power Bank (Fast Charging),"1,439","2,299","Black, Lithium-ion",0,powerbank
4372,Power Up 10000 mAh Power Bank,"3,591","4,490","Blue, Lithium Polymer",3.7,powerbank
4373,"Hyundai 20000 mAh Power Bank (Fast Charging, Quick Char...","1,690","2,990","Blue, Lithium Polymer",4,powerbank
4374,PoMiFi 25000 mAh Power Bank,599,"1,999","Black, Lithium-ion",3.4,powerbank
4375,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4376,iball 5000 mAh Power Bank (5 W),499,999,"Black, Lithium Polymer",4,powerbank
4377,Portronics 10000 mAh Power Bank,949,"1,999","Black, Lithium Polymer",4,powerbank
4378,FIGER 32000 mAh Power Bank (Fast Charging),679,"1,999","Pink, Lithium-ion",3.1,powerbank
4379,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)",999,"1,999","Black, Lithium Polymer",4.2,powerbank
4380,GIZMOBITZ 10000 mAh Power Bank (Fast Charging),558,"1,299","Pink, Lithium-ion",3,powerbank
4381,CHAMPION 10000 mAh Power Bank,699,"2,499","White, Black, Lithium-ion",3.8,powerbank
4382,Flipkart SmartBuy 10000 mAh Power Bank,"1,099",0,"Black, Lithium-ion",3.8,powerbank
4383,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4384,FIGER 32000 mAh Power Bank (Fast Charging),599,"1,999","White, Lithium-ion",3.9,powerbank
4385,FIGER 32500 mAh Power Bank,599,"1,999","Pink, Lithium-ion",3.3,powerbank
4386,Unix 20000 mAh Power Bank (Fast Charging),"1,214","1,699","White, Lithium Polymer",3.7,powerbank
4387,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4388,Unix 10000 mAh Power Bank (Quick Charge 3.0),"1,214","1,999","Grey, Lithium Polymer",0,powerbank
4389,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"Grey, Lithium-ion",0,powerbank
4390,KING 10400 mAh Power Bank,549,999,"Silver, Lithium-ion",3.4,powerbank
4391,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4392,"Â MI ZZEN 20000 mAh Power Bank (18 W, Power Delivery 2.0...",611,"2,499","Blue, Lithium-ion",2.8,powerbank
4393,FluSun india 11000 mAh Power Bank,498,999,"Black, Lithium-ion",3.2,powerbank
4394,PoMiFi 10400 mAh Power Bank,549,"1,299","Silver, Lithium-ion",3.4,powerbank
4395,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4396,Videocon 10000 mAh Power Bank (10 W),"2,250",0,"Black, Lithium-ion",3.8,powerbank
4397,"miup 33000 mAh Power Bank (5 W, Fast Charging)",778,"2,599","White, Lithium-ion",3.1,powerbank
4398,Vwalk 4000 mAh Power Bank,424,899,"Black, Lithium Polymer",3.8,powerbank
4399,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4400,"MIPLUSGADZET 30000 mAh Wireless Power Bank (18 W, Fast ...",799,"2,599","Black, Lithium-ion",3.1,powerbank
4401,GIZMOBITZ 10000 mAh Power Bank (Fast Charging),558,"1,299","Black, Lithium-ion",3,powerbank
4402,Iqoniqe 30000 mAh Power Bank,699,"2,499","Pink, Lithium-ion",0,powerbank
4403,"SWISS MILITARY 10000 mAh Power Bank (22.5 W, Fast Charg...","1,049","2,490","Black, Lithium Polymer",3.4,powerbank
4404,"MITILU GADGET 20000 mAh Power Bank (18 W, Power Deliver...",611,"2,499","Brown, Lithium-ion",3.1,powerbank
4405,KING 10400 mAh Power Bank,549,"1,599","Blue, Lithium-ion",3.4,powerbank
4406,iball 10000 mAh Power Bank (18 W),819,"2,499","Rose Gold, Lithium Polymer",3.9,powerbank
4407,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4408,Unix 10000 mAh Power Bank (Fast Charging),764,"1,199","White, Lithium Polymer",4,powerbank
4409,URBAN AUDIO 10000 mAh Power Bank,"1,079","1,999","Black, Lithium-ion",0,powerbank
4410,KING 10400 mAh Power Bank,549,999,"Black, Lithium-ion",3.4,powerbank
4411,SWISS MILITARY 10000 mAh Power Bank (Fast Charging),"1,049","2,490","Black, Lithium Polymer",3,powerbank
4412,GIZMOBITZ 10400 mAh Power Bank,"1,169","1,999","White, Lithium-ion",3,powerbank
4413,"WINgFI 20000 mAh Power Bank (15 W, Fast Charging)",719,"2,499","Blue, Lithium-ion",0,powerbank
4414,msmi 30000 mAh Power Bank (Power Delivery 2.0),699,"2,599","White, Lithium-ion",3.3,powerbank
4415,FIGER 32000 mAh Power Bank (Fast Charging),679,"1,999","Pink, Lithium-ion",3.4,powerbank
4416,ERD 10000 mAh Power Bank (Power Delivery 2.0),"1,748","2,045","White, Lithium Polymer",3,powerbank
4417,"zofia 30000 mAh Power Bank (Fast Charging, Power Delive...",699,"2,499","Green, Lithium-ion",3.2,powerbank
4418,PoMiFi 32500 mAh Power Bank,599,"1,999","Red, Lithium-ion",3,powerbank
4419,FIGER 32000 mAh Power Bank (Fast Charging),599,"1,999","Pink, Lithium-ion",3.2,powerbank
4420,FIGER 32000 mAh Power Bank (Fast Charging),599,"1,999","Blue, Lithium-ion",3.2,powerbank
4421,FIGER 32000 mAh Power Bank (Fast Charging),599,"1,999","Black, Lithium-ion",3.2,powerbank
4422,Papa Protect 10000 mAh Power Bank,586,"1,975","White, Lithium Polymer",0,powerbank
4423,MOJOPAQ 3000 mAh Power Bank (10 W),"2,799","2,999","Black, Lithium Polymer",3,powerbank
4424,"misspro 10000 mAh Power Bank (15 W, Power Delivery 3.0)",636,"2,499","White, Black, Lithium-ion",3.8,powerbank
4425,PoMiFi 32000 mAh Power Bank,599,"1,599","Black, Lithium-ion",3.5,powerbank
4426,"FluSun india 60000 mAh Power Bank (18 W, Quick Charge 3...","1,898","2,999","White, Lithium-ion",3.4,powerbank
4427,MIPLUSGADZET 15000 mAh Power Bank,699,"2,499","Green, Lithium-ion",3.5,powerbank
4428,Maxclass 10000 mAh Power Bank (Power Delivery 3.0),756,"1,299","White, Lithium Polymer",0,powerbank
4429,Aroma 10000 mAh Power Bank,999,"1,499","Black, Lithium-ion",0,powerbank
4430,AMA 10400 Power Bank,549,"1,999","Red, Lithium-ion",3.6,powerbank
4431,FluSun india 30000 mAh Power Bank (Fast Charging),"2,183","2,999","White, Lithium-ion",3.4,powerbank
4432,"Energizer 10000 mAh Power Bank (10 W, Fast Charging)","1,099","1,599","Black, Lithium Polymer",4.3,powerbank
4433,"Riversong 20000 mAh Power Bank (18 W, Fast Charging)","1,199","2,999","Black, Lithium Polymer",4,powerbank
4434,Callmate 20000 mAh Power Bank (Fast Charging),"1,169","1,999","Black, Lithium Polymer",3.8,powerbank
4435,Callmate 20000 mAh Power Bank (Fast Charging),"1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4436,Lenovo 10400 mAh Power Bank,899,"4,249","Black, Lithium-ion",4,powerbank
4437,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"Pink, Lithium-ion",0,powerbank
4438,"Intex 12500 mAh Power Bank (10 W, Fast Charging)",999,"2,100","White, Grey, Lithium-ion",4.1,powerbank
4439,"Intex 12500 mAh Power Bank (10 W, Fast Charging)",999,"2,100","Red, Black, Lithium-ion",4.1,powerbank
4440,"Â MI ZZEN 20000 mAh Power Bank (18 W, Power Delivery 2.0...",611,"2,499","Black, Lithium-ion",3.4,powerbank
4441,"Â MI ZZEN 20000 mAh Power Bank (18 W, Power Delivery 2.0...",611,"2,499","White, Lithium-ion",3.4,powerbank
4442,"MIPLUSGADZET 30000 mAh Wireless Power Bank (18 W, Fast ...",799,"2,699","Blue, Lithium-ion",2.9,powerbank
4443,"misspro 30000 mAh Power Bank (15 W, Power Delivery 3.0)",719,"2,499","Black, Lithium-ion",3,powerbank
4444,"MAXIMILION 20000 mAh Power Bank (18 W, Fast Charging, P...",611,"2,499","Blue, Lithium-ion",2.8,powerbank
4445,"WINgFI 40000 mAh Power Bank (20 W, Power Delivery 3.0)","1,709","3,999","Black, Lithium Polymer",0,powerbank
4446,"MITILU GADGET 20000 mAh Power Bank (18 W, Power Deliver...",611,"2,499","Black, Lithium-ion",3.2,powerbank
4447,"MAXIMILION 30000 mAh Power Bank (Fast Charging, Quick C...",629,"2,499","Black, Lithium-ion",0,powerbank
4448,powerup stay charged 10000 mAh Power Bank,"2,691","4,490","Red, Lithium Polymer",3.9,powerbank
4449,PoMiFi 33000 mAh Power Bank,599,"1,999","Pink, Lithium-ion",3.5,powerbank
4450,"Intex 20000 mAh Power Bank (10 W, Fast Charging)","1,597","3,550","White, Lithium Polymer",4.2,powerbank
4451,ORENICS 10400 mAh Power Bank,679,"1,599","Pink, Lithium-ion",2.9,powerbank
4452,ORENICS 32000 mAh Power Bank,599,"1,999","White, Lithium-ion",3.4,powerbank
4453,MIPLUSGADZET 15000 mAh Power Bank,699,"2,499","Green, Lithium-ion",3.5,powerbank
4454,ORENICS 20000 mAh Power Bank,599,"1,599","Yellow, Lithium-ion",3.7,powerbank
4455,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4456,PoMiFi 30000 mAh Power Bank,679,"1,999","Green, Lithium-ion",0,powerbank
4457,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"Grey, Lithium-ion",0,powerbank
4458,"WINgFI 10000 mAh Power Bank (15 W, Power Delivery 3.0)","1,799","6,999","Black, Lithium Polymer",0,powerbank
4459,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4460,Xegal 10000 mAh Power Bank,718,"1,999","Balck, Lithium Polymer",3.5,powerbank
4461,zofia 20000 mAh Power Bank,699,"2,499","Pink, Lithium-ion",3.6,powerbank
4462,"zofia 20000 mAh Power Bank (18 W, Fast Charging, Power ...",699,"2,499","White, Lithium-ion",3.6,powerbank
4463,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4464,senerathe 33000 mAh Power Bank,599,"1,999","Purple, Lithium-ion",3.4,powerbank
4465,DIGITEK 13000 mAh Power Bank,699,"1,995","White, Lithium Polymer",4.2,powerbank
4466,PoMiFi 32000 mAh Power Bank,599,"1,599","White, Lithium-ion",3.4,powerbank
4467,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4468,ORENICS 25000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",0,powerbank
4469,ORENICS 25000 mAh Power Bank,599,"1,999","White, Lithium-ion",0,powerbank
4470,ORENICS 25000 mAh Power Bank,599,"1,999","Black, Lithium-ion",0,powerbank
4471,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4472,"Unix 10000 mAh Wireless Power Bank (15 W, Fast Charging...","1,529","2,499","Black, Lithium Polymer",3.7,powerbank
4473,"Coolnut 5000 mAh Power Bank (18 W, Fast Charging)","4,499","4,999","Black, Lithium-ion",0,powerbank
4474,"MAXIMILION 20000 mAh Power Bank (18 W, Fast Charging, P...",611,"2,499","Blue, Lithium-ion",0,powerbank
4475,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4476,"NA ZI AZEN 10000 mAh Power Bank (10 W, Fast Charging)",699,"2,599","Black, Lithium-ion",4.1,powerbank
4477,HOBINS 10000 mAh Power Bank,679,"1,999","Grey, Lithium-ion",0,powerbank
4478,FIGER 32500 mAh Power Bank,599,"1,999","Pink, Lithium-ion",3.3,powerbank
4479,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4480,FIGER 32000 mAh Power Bank (Fast Charging),679,"1,999","Yellow, Lithium-ion",3.4,powerbank
4481,"Binori 40000 mAh Power Bank (18 W, Fast Charging)","1,688","2,990","Red, Lithium Polymer",3.4,powerbank
